State,Year,Quarter,H_idx
LA,1979,2,91.99
LA,1979,3,95.73
LA,1979,4,97.43
LA,1980,1,100.0
LA,1980,2,99.32
LA,1980,3,100.99
LA,1980,4,102.65
LA,1981,1,106.59
LA,1981,2,108.33
LA,1981,3,111.17
LA,1981,4,112.99
LA,1982,1,110.08
LA,1982,2,114.46
LA,1982,3,115.23
LA,1982,4,115.04
LA,1983,1,116.04
LA,1983,2,117.01
LA,1983,3,115.66
LA,1983,4,116.42
LA,1984,1,116.55
LA,1984,2,117.2
LA,1984,3,115.87
LA,1984,4,114.57
LA,1985,1,111.56
LA,1985,2,113.15
LA,1985,3,113.19
LA,1985,4,110.74
LA,1986,1,113.67
LA,1986,2,114.36
LA,1986,3,111.74
LA,1986,4,110.66
LA,1987,1,110.71
LA,1987,2,110.29
LA,1987,3,104.88
LA,1987,4,104.76
LA,1988,1,101.96
LA,1988,2,102.38
LA,1988,3,101.11
LA,1988,4,99.72
LA,1989,1,100.51
LA,1989,2,100.54
LA,1989,3,102.33
LA,1989,4,102.2
LA,1990,1,101.61
LA,1990,2,102.51
LA,1990,3,103.05
LA,1990,4,103.55
LA,1991,1,102.99
LA,1991,2,105.31
LA,1991,3,106.3
LA,1991,4,108.03
LA,1992,1,109.31
LA,1992,2,110.39
LA,1992,3,111.83
LA,1992,4,112.95
LA,1993,1,113.76
LA,1993,2,115.8
LA,1993,3,117.84
LA,1993,4,119.43
LA,1994,1,121.55
LA,1994,2,124.28
LA,1994,3,125.49
LA,1994,4,125.41
LA,1995,1,126.86
LA,1995,2,129.47
LA,1995,3,131.46
LA,1995,4,132.81
LA,1996,1,134.74
LA,1996,2,136.41
LA,1996,3,137.23
LA,1996,4,139.26
LA,1997,1,140.65
LA,1997,2,141.61
LA,1997,3,143.57
LA,1997,4,145.91
LA,1998,1,147.89
LA,1998,2,149.22
LA,1998,3,151.72
LA,1998,4,153.15
LA,1999,1,154.52
LA,1999,2,156.12
LA,1999,3,157.25
LA,1999,4,157.7
LA,2000,1,160.07
LA,2000,2,160.68
LA,2000,3,162.59
LA,2000,4,163.99
LA,2001,1,168.22
LA,2001,2,169.94
LA,2001,3,171.53
LA,2001,4,173.14
LA,2002,1,174.13
LA,2002,2,175.52
LA,2002,3,178.57
LA,2002,4,181.2
LA,2003,1,183.17
LA,2003,2,185.07
LA,2003,3,186.77
LA,2003,4,189.87
LA,2004,1,192.02
LA,2004,2,194.93
LA,2004,3,198.22
LA,2004,4,200.93
LA,2005,1,203.14
LA,2005,2,207.34
LA,2005,3,211.31
LA,2005,4,218.5
LA,2006,1,225.07
LA,2006,2,230.93
LA,2006,3,235.76
LA,2006,4,239.6
LA,2007,1,242.17
LA,2007,2,244.59
LA,2007,3,245.79
LA,2007,4,246.71
LA,2008,1,247.31
LA,2008,2,246.98
LA,2008,3,243.92
LA,2008,4,244.67
LA,2009,1,247.91
LA,2009,2,246.09
LA,2009,3,242.72
LA,2009,4,243.04
LA,2010,1,240.85
LA,2010,2,239.65
LA,2010,3,242.62
LA,2010,4,242.15
LA,2011,1,238.52
LA,2011,2,237.5
LA,2011,3,237.71
LA,2011,4,240.75
LA,2012,1,239.54
LA,2012,2,240.08
LA,2012,3,243.64
LA,2012,4,243.6
LA,2013,1,243.21
LA,2013,2,244.66
LA,2013,3,246.32
LA,2013,4,245.95
LA,2014,1,246.8
LA,2014,2,249.32
LA,2014,3,253.05
LA,2014,4,253.59
LA,2015,1,257.05
LA,2015,2,259.2
LA,2015,3,262.14
LA,2015,4,262.3
LA,2016,1,264.94
LA,2016,2,268.45
LA,2016,3,271.0
LA,2016,4,272.47
LA,2017,1,270.94
LA,2017,2,274.43
LA,2017,3,278.09
LA,2017,4,279.07
LA,2018,1,279.16
LA,2018,2,279.9
LA,2018,3,281.42
LA,2018,4,281.68
LA,2019,1,284.73
LA,2019,2,287.51
LA,2019,3,289.5
LA,2019,4,291.97
LA,2020,1,294.77
LA,2020,2,297.56
LA,2020,3,299.88
LA,2020,4,303.6
LA,2021,1,307.16
LA,2021,2,315.69
LA,2021,3,326.41
LA,2021,4,333.94
LA,2022,1,342.74
LA,2022,2,359.02
LA,2022,3,362.94
LA,2022,4,361.71
MA,1975,1,67.86
MA,1975,2,66.2
MA,1975,3,67.1
MA,1975,4,70.56
MA,1976,1,67.4
MA,1976,2,68.98
MA,1976,3,68.64
MA,1976,4,70.16
MA,1977,1,72.45
MA,1977,2,70.14
MA,1977,3,73.81
MA,1977,4,73.25
MA,1978,1,78.15
MA,1978,2,79.9
MA,1978,3,84.64
MA,1978,4,87.03
MA,1979,1,90.93
MA,1979,2,93.88
MA,1979,3,97.12
MA,1979,4,98.02
MA,1980,1,100.0
MA,1980,2,103.95
MA,1980,3,108.4
MA,1980,4,108.66
MA,1981,1,112.54
MA,1981,2,118.69
MA,1981,3,121.49
MA,1981,4,121.39
MA,1982,1,123.53
MA,1982,2,124.52
MA,1982,3,126.42
MA,1982,4,127.91
MA,1983,1,130.09
MA,1983,2,135.9
MA,1983,3,142.83
MA,1983,4,148.16
MA,1984,1,156.28
MA,1984,2,164.55
MA,1984,3,174.41
MA,1984,4,180.55
MA,1985,1,190.2
MA,1985,2,204.62
MA,1985,3,217.58
MA,1985,4,231.95
MA,1986,1,241.27
MA,1986,2,253.29
MA,1986,3,265.63
MA,1986,4,278.32
MA,1987,1,287.82
MA,1987,2,295.08
MA,1987,3,303.78
MA,1987,4,306.24
MA,1988,1,309.75
MA,1988,2,314.95
MA,1988,3,313.76
MA,1988,4,316.11
MA,1989,1,313.39
MA,1989,2,311.34
MA,1989,3,316.06
MA,1989,4,316.79
MA,1990,1,312.75
MA,1990,2,303.72
MA,1990,3,298.61
MA,1990,4,291.51
MA,1991,1,288.48
MA,1991,2,285.54
MA,1991,3,282.27
MA,1991,4,284.94
MA,1992,1,284.05
MA,1992,2,280.57
MA,1992,3,282.12
MA,1992,4,282.79
MA,1993,1,280.87
MA,1993,2,282.62
MA,1993,3,283.61
MA,1993,4,285.34
MA,1994,1,285.53
MA,1994,2,282.64
MA,1994,3,282.39
MA,1994,4,279.97
MA,1995,1,281.73
MA,1995,2,286.98
MA,1995,3,291.69
MA,1995,4,293.28
MA,1996,1,296.9
MA,1996,2,297.35
MA,1996,3,298.66
MA,1996,4,302.53
MA,1997,1,305.2
MA,1997,2,309.72
MA,1997,3,314.23
MA,1997,4,318.98
MA,1998,1,323.33
MA,1998,2,330.09
MA,1998,3,338.36
MA,1998,4,343.33
MA,1999,1,350.26
MA,1999,2,361.73
MA,1999,3,376.7
MA,1999,4,385.57
MA,2000,1,401.88
MA,2000,2,414.84
MA,2000,3,430.04
MA,2000,4,440.41
MA,2001,1,452.27
MA,2001,2,466.01
MA,2001,3,481.57
MA,2001,4,491.4
MA,2002,1,505.67
MA,2002,2,524.28
MA,2002,3,539.64
MA,2002,4,551.85
MA,2003,1,562.76
MA,2003,2,571.88
MA,2003,3,582.62
MA,2003,4,607.57
MA,2004,1,617.79
MA,2004,2,632.31
MA,2004,3,662.76
MA,2004,4,673.81
MA,2005,1,688.18
MA,2005,2,704.49
MA,2005,3,715.63
MA,2005,4,720.84
MA,2006,1,721.4
MA,2006,2,712.61
MA,2006,3,707.3
MA,2006,4,709.23
MA,2007,1,703.79
MA,2007,2,693.79
MA,2007,3,680.19
MA,2007,4,680.22
MA,2008,1,676.76
MA,2008,2,655.32
MA,2008,3,638.98
MA,2008,4,639.8
MA,2009,1,640.09
MA,2009,2,624.27
MA,2009,3,613.65
MA,2009,4,614.64
MA,2010,1,610.97
MA,2010,2,609.19
MA,2010,3,612.76
MA,2010,4,612.51
MA,2011,1,603.64
MA,2011,2,596.7
MA,2011,3,599.89
MA,2011,4,600.64
MA,2012,1,596.83
MA,2012,2,595.11
MA,2012,3,599.15
MA,2012,4,602.03
MA,2013,1,603.81
MA,2013,2,608.97
MA,2013,3,615.93
MA,2013,4,619.05
MA,2014,1,623.01
MA,2014,2,636.83
MA,2014,3,644.07
MA,2014,4,648.39
MA,2015,1,654.08
MA,2015,2,661.93
MA,2015,3,672.73
MA,2015,4,676.63
MA,2016,1,684.03
MA,2016,2,693.52
MA,2016,3,705.87
MA,2016,4,712.33
MA,2017,1,716.08
MA,2017,2,734.78
MA,2017,3,745.16
MA,2017,4,751.14
MA,2018,1,759.71
MA,2018,2,774.07
MA,2018,3,783.61
MA,2018,4,784.6
MA,2019,1,793.83
MA,2019,2,805.74
MA,2019,3,815.1
MA,2019,4,822.61
MA,2020,1,831.25
MA,2020,2,839.75
MA,2020,3,854.65
MA,2020,4,871.78
MA,2021,1,890.7
MA,2021,2,938.62
MA,2021,3,987.62
MA,2021,4,1010.28
MA,2022,1,1036.19
MA,2022,2,1105.75
MA,2022,3,1115.83
MA,2022,4,1103.4
MD,1975,1,61.89
MD,1975,2,62.35
MD,1975,3,65.15
MD,1975,4,67.02
MD,1976,1,67.32
MD,1976,2,69.89
MD,1976,3,70.67
MD,1976,4,71.76
MD,1977,1,72.26
MD,1977,2,73.52
MD,1977,3,76.75
MD,1977,4,77.15
MD,1978,1,81.91
MD,1978,2,83.38
MD,1978,3,85.82
MD,1978,4,88.43
MD,1979,1,91.07
MD,1979,2,94.82
MD,1979,3,96.89
MD,1979,4,98.27
MD,1980,1,100.0
MD,1980,2,103.19
MD,1980,3,104.97
MD,1980,4,107.55
MD,1981,1,110.72
MD,1981,2,112.95
MD,1981,3,111.36
MD,1981,4,114.45
MD,1982,1,106.83
MD,1982,2,108.41
MD,1982,3,106.56
MD,1982,4,110.99
MD,1983,1,113.48
MD,1983,2,115.61
MD,1983,3,116.78
MD,1983,4,118.16
MD,1984,1,118.83
MD,1984,2,122.87
MD,1984,3,124.31
MD,1984,4,124.77
MD,1985,1,126.79
MD,1985,2,128.68
MD,1985,3,130.91
MD,1985,4,131.18
MD,1986,1,133.84
MD,1986,2,137.67
MD,1986,3,141.15
MD,1986,4,144.88
MD,1987,1,149.02
MD,1987,2,153.38
MD,1987,3,160.26
MD,1987,4,162.63
MD,1988,1,168.06
MD,1988,2,173.99
MD,1988,3,179.62
MD,1988,4,183.81
MD,1989,1,188.44
MD,1989,2,193.19
MD,1989,3,196.72
MD,1989,4,199.95
MD,1990,1,202.34
MD,1990,2,202.98
MD,1990,3,204.01
MD,1990,4,202.81
MD,1991,1,204.22
MD,1991,2,206.34
MD,1991,3,205.76
MD,1991,4,209.78
MD,1992,1,210.55
MD,1992,2,209.19
MD,1992,3,211.15
MD,1992,4,211.84
MD,1993,1,211.28
MD,1993,2,211.94
MD,1993,3,212.63
MD,1993,4,213.48
MD,1994,1,213.88
MD,1994,2,211.79
MD,1994,3,209.85
MD,1994,4,208.03
MD,1995,1,208.12
MD,1995,2,210.83
MD,1995,3,213.34
MD,1995,4,214.88
MD,1996,1,217.47
MD,1996,2,215.07
MD,1996,3,213.27
MD,1996,4,215.86
MD,1997,1,216.63
MD,1997,2,215.57
MD,1997,3,217.42
MD,1997,4,219.93
MD,1998,1,222.67
MD,1998,2,222.47
MD,1998,3,223.78
MD,1998,4,225.98
MD,1999,1,228.44
MD,1999,2,229.34
MD,1999,3,231.37
MD,1999,4,233.97
MD,2000,1,238.43
MD,2000,2,240.98
MD,2000,3,245.41
MD,2000,4,249.2
MD,2001,1,254.96
MD,2001,2,259.95
MD,2001,3,266.83
MD,2001,4,271.15
MD,2002,1,277.91
MD,2002,2,287.03
MD,2002,3,295.98
MD,2002,4,302.02
MD,2003,1,307.81
MD,2003,2,314.47
MD,2003,3,324.04
MD,2003,4,341.55
MD,2004,1,351.08
MD,2004,2,367.54
MD,2004,3,394.53
MD,2004,4,408.14
MD,2005,1,426.26
MD,2005,2,452.15
MD,2005,3,475.57
MD,2005,4,494.73
MD,2006,1,508.4
MD,2006,2,518.82
MD,2006,3,525.84
MD,2006,4,532.65
MD,2007,1,534.36
MD,2007,2,535.37
MD,2007,3,527.66
MD,2007,4,524.79
MD,2008,1,516.75
MD,2008,2,498.91
MD,2008,3,478.68
MD,2008,4,471.5
MD,2009,1,466.79
MD,2009,2,448.65
MD,2009,3,437.54
MD,2009,4,429.93
MD,2010,1,426.66
MD,2010,2,421.4
MD,2010,3,426.8
MD,2010,4,422.71
MD,2011,1,409.92
MD,2011,2,401.81
MD,2011,3,407.86
MD,2011,4,409.76
MD,2012,1,403.88
MD,2012,2,399.95
MD,2012,3,405.39
MD,2012,4,406.88
MD,2013,1,406.87
MD,2013,2,410.6
MD,2013,3,412.15
MD,2013,4,412.9
MD,2014,1,414.11
MD,2014,2,420.67
MD,2014,3,423.52
MD,2014,4,427.17
MD,2015,1,429.72
MD,2015,2,432.67
MD,2015,3,432.57
MD,2015,4,433.67
MD,2016,1,437.45
MD,2016,2,442.21
MD,2016,3,447.92
MD,2016,4,449.46
MD,2017,1,447.14
MD,2017,2,455.46
MD,2017,3,459.05
MD,2017,4,461.81
MD,2018,1,464.41
MD,2018,2,468.76
MD,2018,3,469.42
MD,2018,4,467.42
MD,2019,1,472.14
MD,2019,2,480.17
MD,2019,3,485.14
MD,2019,4,486.8
MD,2020,1,492.12
MD,2020,2,496.64
MD,2020,3,503.06
MD,2020,4,512.32
MD,2021,1,523.87
MD,2021,2,548.36
MD,2021,3,570.57
MD,2021,4,583.15
MD,2022,1,600.11
MD,2022,2,629.02
MD,2022,3,630.78
MD,2022,4,629.49
ME,1975,1,60.84
ME,1975,2,88.28
ME,1975,3,68.41
ME,1975,4,71.15
ME,1976,1,55.77
ME,1976,2,70.02
ME,1976,3,83.57
ME,1976,4,70.64
ME,1977,1,74.6
ME,1977,2,80.8
ME,1977,3,81.56
ME,1977,4,86.59
ME,1978,1,82.57
ME,1978,2,91.62
ME,1978,3,90.32
ME,1978,4,94.35
ME,1979,1,104.9
ME,1979,2,103.13
ME,1979,3,98.21
ME,1979,4,105.47
ME,1980,1,100.0
ME,1980,2,104.5
ME,1980,3,109.41
ME,1980,4,105.78
ME,1981,1,119.28
ME,1981,2,113.75
ME,1981,3,108.78
ME,1981,4,117.5
ME,1982,1,105.24
ME,1982,2,114.3
ME,1982,3,109.81
ME,1982,4,113.13
ME,1983,1,114.19
ME,1983,2,119.73
ME,1983,3,125.38
ME,1983,4,131.12
ME,1984,1,132.44
ME,1984,2,138.73
ME,1984,3,142.5
ME,1984,4,140.19
ME,1985,1,145.81
ME,1985,2,150.5
ME,1985,3,156.35
ME,1985,4,164.44
ME,1986,1,167.25
ME,1986,2,173.23
ME,1986,3,180.66
ME,1986,4,188.77
ME,1987,1,196.14
ME,1987,2,204.03
ME,1987,3,214.26
ME,1987,4,221.93
ME,1988,1,227.75
ME,1988,2,229.78
ME,1988,3,236.44
ME,1988,4,237.57
ME,1989,1,238.91
ME,1989,2,241.94
ME,1989,3,244.33
ME,1989,4,246.59
ME,1990,1,243.49
ME,1990,2,238.93
ME,1990,3,234.71
ME,1990,4,237.06
ME,1991,1,230.54
ME,1991,2,233.7
ME,1991,3,229.9
ME,1991,4,232.41
ME,1992,1,233.77
ME,1992,2,228.99
ME,1992,3,229.99
ME,1992,4,231.54
ME,1993,1,228.28
ME,1993,2,231.19
ME,1993,3,229.5
ME,1993,4,231.63
ME,1994,1,231.49
ME,1994,2,225.57
ME,1994,3,224.11
ME,1994,4,220.44
ME,1995,1,222.56
ME,1995,2,225.89
ME,1995,3,230.08
ME,1995,4,230.4
ME,1996,1,235.69
ME,1996,2,232.86
ME,1996,3,232.23
ME,1996,4,235.9
ME,1997,1,234.67
ME,1997,2,236.79
ME,1997,3,240.23
ME,1997,4,243.75
ME,1998,1,247.07
ME,1998,2,249.01
ME,1998,3,252.04
ME,1998,4,255.75
ME,1999,1,258.34
ME,1999,2,263.85
ME,1999,3,269.52
ME,1999,4,272.06
ME,2000,1,277.8
ME,2000,2,285.45
ME,2000,3,291.93
ME,2000,4,297.72
ME,2001,1,306.25
ME,2001,2,312.05
ME,2001,3,321.37
ME,2001,4,326.37
ME,2002,1,333.63
ME,2002,2,344.05
ME,2002,3,353.8
ME,2002,4,360.28
ME,2003,1,367.09
ME,2003,2,372.28
ME,2003,3,383.09
ME,2003,4,397.39
ME,2004,1,406.49
ME,2004,2,418.15
ME,2004,3,438.13
ME,2004,4,447.27
ME,2005,1,460.28
ME,2005,2,470.58
ME,2005,3,482.94
ME,2005,4,490.56
ME,2006,1,494.9
ME,2006,2,492.24
ME,2006,3,495.39
ME,2006,4,502.98
ME,2007,1,506.26
ME,2007,2,502.83
ME,2007,3,499.76
ME,2007,4,505.92
ME,2008,1,508.11
ME,2008,2,499.8
ME,2008,3,488.27
ME,2008,4,485.14
ME,2009,1,489.51
ME,2009,2,478.5
ME,2009,3,467.71
ME,2009,4,462.53
ME,2010,1,459.53
ME,2010,2,453.87
ME,2010,3,459.13
ME,2010,4,460.17
ME,2011,1,452.78
ME,2011,2,445.15
ME,2011,3,448.86
ME,2011,4,451.65
ME,2012,1,446.57
ME,2012,2,441.99
ME,2012,3,443.19
ME,2012,4,443.95
ME,2013,1,446.84
ME,2013,2,448.83
ME,2013,3,446.0
ME,2013,4,443.92
ME,2014,1,445.84
ME,2014,2,449.79
ME,2014,3,457.27
ME,2014,4,455.46
ME,2015,1,461.62
ME,2015,2,464.56
ME,2015,3,466.87
ME,2015,4,469.88
ME,2016,1,473.99
ME,2016,2,478.25
ME,2016,3,488.59
ME,2016,4,492.91
ME,2017,1,496.6
ME,2017,2,500.72
ME,2017,3,510.67
ME,2017,4,516.39
ME,2018,1,521.98
ME,2018,2,530.96
ME,2018,3,538.52
ME,2018,4,540.37
ME,2019,1,545.75
ME,2019,2,558.29
ME,2019,3,565.83
ME,2019,4,573.07
ME,2020,1,578.47
ME,2020,2,587.62
ME,2020,3,600.55
ME,2020,4,622.46
ME,2021,1,641.06
ME,2021,2,681.07
ME,2021,3,729.75
ME,2021,4,752.49
ME,2022,1,779.46
ME,2022,2,835.78
ME,2022,3,859.36
ME,2022,4,856.8
MI,1975,1,60.22
MI,1975,2,62.6
MI,1975,3,63.29
MI,1975,4,62.37
MI,1976,1,62.84
MI,1976,2,64.21
MI,1976,3,64.32
MI,1976,4,65.7
MI,1977,1,67.31
MI,1977,2,68.17
MI,1977,3,71.31
MI,1977,4,72.68
MI,1978,1,75.67
MI,1978,2,79.52
MI,1978,3,83.05
MI,1978,4,86.81
MI,1979,1,91.33
MI,1979,2,96.15
MI,1979,3,99.08
MI,1979,4,99.55
MI,1980,1,100.0
MI,1980,2,101.93
MI,1980,3,102.89
MI,1980,4,101.77
MI,1981,1,103.25
MI,1981,2,103.49
MI,1981,3,106.27
MI,1981,4,105.4
MI,1982,1,104.66
MI,1982,2,99.65
MI,1982,3,94.56
MI,1982,4,87.72
MI,1983,1,96.66
MI,1983,2,97.11
MI,1983,3,97.27
MI,1983,4,95.16
MI,1984,1,97.58
MI,1984,2,97.16
MI,1984,3,97.27
MI,1984,4,97.48
MI,1985,1,99.7
MI,1985,2,100.79
MI,1985,3,102.69
MI,1985,4,103.8
MI,1986,1,105.43
MI,1986,2,108.79
MI,1986,3,112.07
MI,1986,4,114.55
MI,1987,1,117.53
MI,1987,2,121.46
MI,1987,3,124.08
MI,1987,4,126.1
MI,1988,1,127.91
MI,1988,2,131.14
MI,1988,3,133.31
MI,1988,4,134.47
MI,1989,1,136.51
MI,1989,2,139.36
MI,1989,3,142.66
MI,1989,4,143.23
MI,1990,1,145.36
MI,1990,2,147.66
MI,1990,3,148.58
MI,1990,4,148.95
MI,1991,1,150.72
MI,1991,2,152.76
MI,1991,3,153.97
MI,1991,4,155.86
MI,1992,1,157.11
MI,1992,2,158.14
MI,1992,3,159.32
MI,1992,4,160.54
MI,1993,1,161.17
MI,1993,2,162.4
MI,1993,3,163.83
MI,1993,4,165.23
MI,1994,1,167.08
MI,1994,2,169.88
MI,1994,3,173.21
MI,1994,4,175.36
MI,1995,1,178.52
MI,1995,2,181.99
MI,1995,3,185.29
MI,1995,4,188.4
MI,1996,1,191.09
MI,1996,2,196.4
MI,1996,3,200.9
MI,1996,4,203.58
MI,1997,1,207.06
MI,1997,2,211.54
MI,1997,3,215.21
MI,1997,4,218.26
MI,1998,1,220.73
MI,1998,2,224.92
MI,1998,3,228.66
MI,1998,4,230.79
MI,1999,1,234.47
MI,1999,2,239.56
MI,1999,3,244.36
MI,1999,4,247.38
MI,2000,1,253.03
MI,2000,2,256.58
MI,2000,3,261.13
MI,2000,4,264.88
MI,2001,1,269.03
MI,2001,2,272.52
MI,2001,3,276.14
MI,2001,4,278.41
MI,2002,1,281.86
MI,2002,2,284.98
MI,2002,3,287.6
MI,2002,4,289.43
MI,2003,1,291.62
MI,2003,2,293.89
MI,2003,3,296.49
MI,2003,4,300.81
MI,2004,1,302.82
MI,2004,2,304.9
MI,2004,3,309.08
MI,2004,4,312.45
MI,2005,1,315.03
MI,2005,2,316.78
MI,2005,3,319.45
MI,2005,4,318.68
MI,2006,1,317.37
MI,2006,2,312.18
MI,2006,3,309.79
MI,2006,4,311.39
MI,2007,1,308.85
MI,2007,2,303.16
MI,2007,3,293.55
MI,2007,4,292.35
MI,2008,1,291.54
MI,2008,2,279.58
MI,2008,3,268.23
MI,2008,4,265.43
MI,2009,1,271.0
MI,2009,2,260.44
MI,2009,3,248.67
MI,2009,4,244.34
MI,2010,1,239.56
MI,2010,2,235.74
MI,2010,3,239.83
MI,2010,4,239.24
MI,2011,1,229.5
MI,2011,2,225.68
MI,2011,3,230.28
MI,2011,4,232.06
MI,2012,1,227.55
MI,2012,2,226.44
MI,2012,3,230.96
MI,2012,4,234.14
MI,2013,1,236.72
MI,2013,2,241.68
MI,2013,3,247.25
MI,2013,4,249.21
MI,2014,1,251.58
MI,2014,2,259.15
MI,2014,3,264.97
MI,2014,4,267.18
MI,2015,1,268.4
MI,2015,2,274.12
MI,2015,3,278.88
MI,2015,4,280.14
MI,2016,1,282.36
MI,2016,2,288.52
MI,2016,3,294.08
MI,2016,4,296.18
MI,2017,1,299.9
MI,2017,2,308.1
MI,2017,3,314.15
MI,2017,4,315.99
MI,2018,1,319.96
MI,2018,2,327.86
MI,2018,3,333.04
MI,2018,4,333.81
MI,2019,1,338.2
MI,2019,2,345.08
MI,2019,3,349.29
MI,2019,4,351.75
MI,2020,1,355.07
MI,2020,2,358.8
MI,2020,3,366.69
MI,2020,4,374.28
MI,2021,1,382.17
MI,2021,2,403.61
MI,2021,3,424.46
MI,2021,4,433.76
MI,2022,1,445.84
MI,2022,2,474.83
MI,2022,3,481.75
MI,2022,4,474.71
MN,1975,1,55.57
MN,1975,2,55.97
MN,1975,3,58.17
MN,1975,4,60.1
MN,1976,1,62.99
MN,1976,2,62.58
MN,1976,3,63.15
MN,1976,4,64.69
MN,1977,1,66.79
MN,1977,2,68.97
MN,1977,3,73.13
MN,1977,4,75.05
MN,1978,1,76.53
MN,1978,2,82.21
MN,1978,3,85.71
MN,1978,4,87.76
MN,1979,1,91.45
MN,1979,2,94.61
MN,1979,3,97.52
MN,1979,4,99.3
MN,1980,1,100.0
MN,1980,2,102.61
MN,1980,3,106.88
MN,1980,4,104.9
MN,1981,1,101.13
MN,1981,2,100.14
MN,1981,3,103.71
MN,1981,4,106.81
MN,1982,1,89.5
MN,1982,2,91.84
MN,1982,3,98.84
MN,1982,4,106.09
MN,1983,1,109.82
MN,1983,2,111.71
MN,1983,3,111.53
MN,1983,4,109.33
MN,1984,1,113.54
MN,1984,2,113.64
MN,1984,3,115.56
MN,1984,4,115.74
MN,1985,1,116.76
MN,1985,2,118.24
MN,1985,3,115.52
MN,1985,4,119.9
MN,1986,1,121.31
MN,1986,2,120.48
MN,1986,3,124.06
MN,1986,4,123.92
MN,1987,1,126.83
MN,1987,2,129.06
MN,1987,3,130.43
MN,1987,4,129.51
MN,1988,1,131.78
MN,1988,2,133.64
MN,1988,3,133.58
MN,1988,4,134.4
MN,1989,1,134.82
MN,1989,2,136.66
MN,1989,3,138.69
MN,1989,4,139.41
MN,1990,1,139.47
MN,1990,2,139.48
MN,1990,3,140.27
MN,1990,4,140.21
MN,1991,1,142.22
MN,1991,2,143.34
MN,1991,3,143.71
MN,1991,4,146.22
MN,1992,1,146.94
MN,1992,2,147.77
MN,1992,3,149.47
MN,1992,4,150.44
MN,1993,1,151.75
MN,1993,2,153.21
MN,1993,3,155.15
MN,1993,4,156.8
MN,1994,1,157.75
MN,1994,2,160.56
MN,1994,3,161.87
MN,1994,4,162.36
MN,1995,1,163.97
MN,1995,2,167.04
MN,1995,3,170.07
MN,1995,4,172.2
MN,1996,1,174.55
MN,1996,2,175.76
MN,1996,3,177.47
MN,1996,4,179.44
MN,1997,1,181.64
MN,1997,2,183.56
MN,1997,3,186.96
MN,1997,4,189.58
MN,1998,1,192.75
MN,1998,2,194.14
MN,1998,3,198.15
MN,1998,4,200.45
MN,1999,1,203.74
MN,1999,2,209.84
MN,1999,3,216.47
MN,1999,4,219.3
MN,2000,1,225.55
MN,2000,2,232.25
MN,2000,3,238.04
MN,2000,4,242.64
MN,2001,1,249.07
MN,2001,2,255.77
MN,2001,3,263.51
MN,2001,4,267.01
MN,2002,1,272.56
MN,2002,2,279.86
MN,2002,3,285.91
MN,2002,4,290.31
MN,2003,1,294.32
MN,2003,2,297.73
MN,2003,3,304.68
MN,2003,4,315.68
MN,2004,1,319.47
MN,2004,2,325.73
MN,2004,3,336.67
MN,2004,4,341.61
MN,2005,1,348.24
MN,2005,2,355.34
MN,2005,3,361.87
MN,2005,4,365.94
MN,2006,1,367.78
MN,2006,2,365.79
MN,2006,3,366.08
MN,2006,4,370.03
MN,2007,1,372.03
MN,2007,2,368.0
MN,2007,3,360.31
MN,2007,4,358.93
MN,2008,1,360.48
MN,2008,2,349.44
MN,2008,3,338.94
MN,2008,4,337.87
MN,2009,1,343.86
MN,2009,2,333.9
MN,2009,3,320.45
MN,2009,4,316.14
MN,2010,1,311.37
MN,2010,2,308.54
MN,2010,3,315.5
MN,2010,4,311.37
MN,2011,1,298.43
MN,2011,2,291.64
MN,2011,3,295.41
MN,2011,4,298.34
MN,2012,1,292.86
MN,2012,2,290.92
MN,2012,3,295.59
MN,2012,4,298.84
MN,2013,1,299.99
MN,2013,2,305.61
MN,2013,3,312.01
MN,2013,4,312.3
MN,2014,1,314.23
MN,2014,2,322.15
MN,2014,3,325.34
MN,2014,4,326.4
MN,2015,1,327.27
MN,2015,2,334.2
MN,2015,3,339.21
MN,2015,4,340.04
MN,2016,1,342.01
MN,2016,2,349.78
MN,2016,3,355.12
MN,2016,4,357.03
MN,2017,1,360.58
MN,2017,2,371.06
MN,2017,3,376.18
MN,2017,4,377.58
MN,2018,1,382.94
MN,2018,2,391.72
MN,2018,3,396.4
MN,2018,4,395.72
MN,2019,1,400.43
MN,2019,2,407.97
MN,2019,3,412.61
MN,2019,4,414.93
MN,2020,1,418.95
MN,2020,2,422.27
MN,2020,3,431.08
MN,2020,4,438.87
MN,2021,1,445.73
MN,2021,2,469.56
MN,2021,3,492.19
MN,2021,4,500.84
MN,2022,1,512.2
MN,2022,2,546.17
MN,2022,3,544.82
MN,2022,4,535.94
MO,1975,1,65.42
MO,1975,2,73.75
MO,1975,3,65.61
MO,1975,4,65.17
MO,1976,1,67.14
MO,1976,2,77.52
MO,1976,3,69.46
MO,1976,4,69.28
MO,1977,1,71.49
MO,1977,2,81.42
MO,1977,3,77.56
MO,1977,4,80.32
MO,1978,1,82.67
MO,1978,2,92.79
MO,1978,3,90.12
MO,1978,4,90.99
MO,1979,1,96.0
MO,1979,2,102.63
MO,1979,3,98.53
MO,1979,4,100.5
MO,1980,1,100.0
MO,1980,2,111.15
MO,1980,3,105.02
MO,1980,4,105.62
MO,1981,1,103.29
MO,1981,2,103.98
MO,1981,3,103.06
MO,1981,4,102.28
MO,1982,1,103.18
MO,1982,2,101.72
