State,Year,Quarter,H_idx
CO,2021,1,637.03
CO,2021,2,683.03
CO,2021,3,723.56
CO,2021,4,744.01
CO,2022,1,775.55
CO,2022,2,836.92
CO,2022,3,828.74
CO,2022,4,811.12
CT,1975,1,62.28
CT,1975,2,62.83
CT,1975,3,61.83
CT,1975,4,62.08
CT,1976,1,64.81
CT,1976,2,64.18
CT,1976,3,67.25
CT,1976,4,68.02
CT,1977,1,64.06
CT,1977,2,68.51
CT,1977,3,71.48
CT,1977,4,72.26
CT,1978,1,73.64
CT,1978,2,79.57
CT,1978,3,87.05
CT,1978,4,88.13
CT,1979,1,95.4
CT,1979,2,97.47
CT,1979,3,100.39
CT,1979,4,101.79
CT,1980,1,100.0
CT,1980,2,101.61
CT,1980,3,103.76
CT,1980,4,104.83
CT,1981,1,104.4
CT,1981,2,109.7
CT,1981,3,114.27
CT,1981,4,111.5
CT,1982,1,111.77
CT,1982,2,112.18
CT,1982,3,111.06
CT,1982,4,112.93
CT,1983,1,118.7
CT,1983,2,121.06
CT,1983,3,122.46
CT,1983,4,126.21
CT,1984,1,131.1
CT,1984,2,134.57
CT,1984,3,140.24
CT,1984,4,141.77
CT,1985,1,148.36
CT,1985,2,155.45
CT,1985,3,160.03
CT,1985,4,168.8
CT,1986,1,174.49
CT,1986,2,185.35
CT,1986,3,199.34
CT,1986,4,212.65
CT,1987,1,224.87
CT,1987,2,237.27
CT,1987,3,250.07
CT,1987,4,257.46
CT,1988,1,263.31
CT,1988,2,267.51
CT,1988,3,265.73
CT,1988,4,266.27
CT,1989,1,261.68
CT,1989,2,261.44
CT,1989,3,262.31
CT,1989,4,261.28
CT,1990,1,257.4
CT,1990,2,249.54
CT,1990,3,246.98
CT,1990,4,240.28
CT,1991,1,239.86
CT,1991,2,236.45
CT,1991,3,233.75
CT,1991,4,236.05
CT,1992,1,237.06
CT,1992,2,232.39
CT,1992,3,233.22
CT,1992,4,233.02
CT,1993,1,229.41
CT,1993,2,230.03
CT,1993,3,230.01
CT,1993,4,230.61
CT,1994,1,228.65
CT,1994,2,223.5
CT,1994,3,220.57
CT,1994,4,217.79
CT,1995,1,216.6
CT,1995,2,219.38
CT,1995,3,224.69
CT,1995,4,224.94
CT,1996,1,227.88
CT,1996,2,225.01
CT,1996,3,221.74
CT,1996,4,223.1
CT,1997,1,224.41
CT,1997,2,225.47
CT,1997,3,228.04
CT,1997,4,230.33
CT,1998,1,235.83
CT,1998,2,235.93
CT,1998,3,239.41
CT,1998,4,242.52
CT,1999,1,245.79
CT,1999,2,248.79
CT,1999,3,253.58
CT,1999,4,256.65
CT,2000,1,261.39
CT,2000,2,268.52
CT,2000,3,274.3
CT,2000,4,278.09
CT,2001,1,284.96
CT,2001,2,291.08
CT,2001,3,298.22
CT,2001,4,303.41
CT,2002,1,309.91
CT,2002,2,318.77
CT,2002,3,327.46
CT,2002,4,334.34
CT,2003,1,338.57
CT,2003,2,344.15
CT,2003,3,352.37
CT,2003,4,365.27
CT,2004,1,371.61
CT,2004,2,383.68
CT,2004,3,403.1
CT,2004,4,410.88
CT,2005,1,421.32
CT,2005,2,435.38
CT,2005,3,447.54
CT,2005,4,456.53
CT,2006,1,462.52
CT,2006,2,464.81
CT,2006,3,465.22
CT,2006,4,467.92
CT,2007,1,471.04
CT,2007,2,467.39
CT,2007,3,463.6
CT,2007,4,462.84
CT,2008,1,462.36
CT,2008,2,451.46
CT,2008,3,437.54
CT,2008,4,433.85
CT,2009,1,437.28
CT,2009,2,423.11
CT,2009,3,412.4
CT,2009,4,411.06
CT,2010,1,406.26
CT,2010,2,401.81
CT,2010,3,406.3
CT,2010,4,406.98
CT,2011,1,396.53
CT,2011,2,389.2
CT,2011,3,390.36
CT,2011,4,393.42
CT,2012,1,386.84
CT,2012,2,382.87
CT,2012,3,383.9
CT,2012,4,385.2
CT,2013,1,383.36
CT,2013,2,381.61
CT,2013,3,381.13
CT,2013,4,378.08
CT,2014,1,376.7
CT,2014,2,379.77
CT,2014,3,382.41
CT,2014,4,382.04
CT,2015,1,386.91
CT,2015,2,388.06
CT,2015,3,385.76
CT,2015,4,385.25
CT,2016,1,385.48
CT,2016,2,387.32
CT,2016,3,390.78
CT,2016,4,390.9
CT,2017,1,385.53
CT,2017,2,390.98
CT,2017,3,393.46
CT,2017,4,393.3
CT,2018,1,391.67
CT,2018,2,394.63
CT,2018,3,398.22
CT,2018,4,396.29
CT,2019,1,398.35
CT,2019,2,404.77
CT,2019,3,409.31
CT,2019,4,411.71
CT,2020,1,413.32
CT,2020,2,417.66
CT,2020,3,426.83
CT,2020,4,438.36
CT,2021,1,449.99
CT,2021,2,473.0
CT,2021,3,498.93
CT,2021,4,509.29
CT,2022,1,522.76
CT,2022,2,555.99
CT,2022,3,566.63
CT,2022,4,564.03
DC,1975,1,46.59
DC,1975,2,47.6
DC,1975,3,47.32
DC,1975,4,54.67
DC,1976,1,53.08
DC,1976,2,53.01
DC,1976,3,59.15
DC,1976,4,57.65
DC,1977,1,59.71
DC,1977,2,63.97
DC,1977,3,66.72
DC,1977,4,72.3
DC,1978,1,69.34
DC,1978,2,77.92
DC,1978,3,81.79
DC,1978,4,80.84
DC,1979,1,89.51
DC,1979,2,88.67
DC,1979,3,92.39
DC,1979,4,98.8
DC,1980,1,100.0
DC,1980,2,96.28
DC,1980,3,98.89
DC,1980,4,101.86
DC,1981,1,91.92
DC,1981,2,106.24
DC,1981,3,95.86
DC,1981,4,103.49
DC,1982,1,76.98
DC,1982,2,104.73
DC,1982,3,81.77
DC,1982,4,101.75
DC,1983,1,95.72
DC,1983,2,97.59
DC,1983,3,102.76
DC,1983,4,100.66
DC,1984,1,102.51
DC,1984,2,104.51
DC,1984,3,106.58
DC,1984,4,108.76
DC,1985,1,108.12
DC,1985,2,111.35
DC,1985,3,112.96
DC,1985,4,114.91
DC,1986,1,114.65
DC,1986,2,120.27
DC,1986,3,123.58
DC,1986,4,128.72
DC,1987,1,133.73
DC,1987,2,136.58
DC,1987,3,141.12
DC,1987,4,147.31
DC,1988,1,155.54
DC,1988,2,162.92
DC,1988,3,166.15
DC,1988,4,171.15
DC,1989,1,180.74
DC,1989,2,182.52
DC,1989,3,184.51
DC,1989,4,188.04
DC,1990,1,193.53
DC,1990,2,193.43
DC,1990,3,188.86
DC,1990,4,189.34
DC,1991,1,191.45
DC,1991,2,192.88
DC,1991,3,190.85
DC,1991,4,194.57
DC,1992,1,197.33
DC,1992,2,197.28
DC,1992,3,196.81
DC,1992,4,195.4
DC,1993,1,194.29
DC,1993,2,194.92
DC,1993,3,195.67
DC,1993,4,196.2
DC,1994,1,197.57
DC,1994,2,190.15
DC,1994,3,190.33
DC,1994,4,182.48
DC,1995,1,185.38
DC,1995,2,184.79
DC,1995,3,189.81
DC,1995,4,192.91
DC,1996,1,195.51
DC,1996,2,191.61
DC,1996,3,189.35
DC,1996,4,190.64
DC,1997,1,190.81
DC,1997,2,192.57
DC,1997,3,190.49
DC,1997,4,190.92
DC,1998,1,198.47
DC,1998,2,199.81
DC,1998,3,201.22
DC,1998,4,206.97
DC,1999,1,209.07
DC,1999,2,213.6
DC,1999,3,220.03
DC,1999,4,226.16
DC,2000,1,236.09
DC,2000,2,244.76
DC,2000,3,252.39
DC,2000,4,257.09
DC,2001,1,267.91
DC,2001,2,280.25
DC,2001,3,291.89
DC,2001,4,300.78
DC,2002,1,310.31
DC,2002,2,321.58
DC,2002,3,336.46
DC,2002,4,346.49
DC,2003,1,354.36
DC,2003,2,361.2
DC,2003,3,372.57
DC,2003,4,392.34
DC,2004,1,407.65
DC,2004,2,428.08
DC,2004,3,457.79
DC,2004,4,482.28
DC,2005,1,504.16
DC,2005,2,533.78
DC,2005,3,565.88
DC,2005,4,594.05
DC,2006,1,603.32
DC,2006,2,610.98
DC,2006,3,616.7
DC,2006,4,627.07
DC,2007,1,632.61
DC,2007,2,632.34
DC,2007,3,633.8
DC,2007,4,626.66
DC,2008,1,614.23
DC,2008,2,598.29
DC,2008,3,584.39
DC,2008,4,577.79
DC,2009,1,580.0
DC,2009,2,562.83
DC,2009,3,557.83
DC,2009,4,565.44
DC,2010,1,559.0
DC,2010,2,561.53
DC,2010,3,570.25
DC,2010,4,569.9
DC,2011,1,562.21
DC,2011,2,570.52
DC,2011,3,572.61
DC,2011,4,579.14
DC,2012,1,583.1
DC,2012,2,586.74
DC,2012,3,596.71
DC,2012,4,607.94
DC,2013,1,617.83
DC,2013,2,635.91
DC,2013,3,656.84
DC,2013,4,659.87
DC,2014,1,674.44
DC,2014,2,690.29
DC,2014,3,697.42
DC,2014,4,713.36
DC,2015,1,719.47
DC,2015,2,730.92
DC,2015,3,747.62
DC,2015,4,763.19
DC,2016,1,769.24
DC,2016,2,785.82
DC,2016,3,791.6
DC,2016,4,805.68
DC,2017,1,803.05
DC,2017,2,823.22
DC,2017,3,833.89
DC,2017,4,839.54
DC,2018,1,849.71
DC,2018,2,862.98
DC,2018,3,867.85
DC,2018,4,879.17
DC,2019,1,884.79
DC,2019,2,890.4
DC,2019,3,904.51
DC,2019,4,910.49
DC,2020,1,918.12
DC,2020,2,919.88
DC,2020,3,930.77
DC,2020,4,951.29
DC,2021,1,961.14
DC,2021,2,1001.81
DC,2021,3,1025.57
DC,2021,4,1036.13
DC,2022,1,1061.73
DC,2022,2,1109.83
DC,2022,3,1096.76
DC,2022,4,1073.26
DE,1975,1,77.03
DE,1975,2,89.59
DE,1975,3,115.7
DE,1975,4,71.68
DE,1976,1,79.55
DE,1976,2,84.44
DE,1976,3,80.4
DE,1976,4,86.84
DE,1977,1,89.83
DE,1977,2,77.81
DE,1977,3,82.43
DE,1977,4,82.69
DE,1978,1,85.16
DE,1978,2,89.17
DE,1978,3,85.33
DE,1978,4,83.57
DE,1979,1,86.24
DE,1979,2,86.85
DE,1979,3,95.01
DE,1979,4,96.03
DE,1980,1,100.0
DE,1980,2,106.63
DE,1980,3,109.67
DE,1980,4,106.46
DE,1981,1,109.13
DE,1981,2,104.08
DE,1981,3,115.95
DE,1981,4,107.27
DE,1982,1,102.22
DE,1982,2,113.03
DE,1982,3,113.09
DE,1982,4,115.84
DE,1983,1,116.36
DE,1983,2,118.77
DE,1983,3,122.19
DE,1983,4,127.7
DE,1984,1,125.12
DE,1984,2,128.35
DE,1984,3,131.6
DE,1984,4,133.6
DE,1985,1,136.64
DE,1985,2,140.59
DE,1985,3,143.02
DE,1985,4,145.52
DE,1986,1,150.85
DE,1986,2,154.29
DE,1986,3,159.03
DE,1986,4,164.41
DE,1987,1,170.91
DE,1987,2,175.03
DE,1987,3,182.13
DE,1987,4,186.96
DE,1988,1,189.72
DE,1988,2,195.31
DE,1988,3,200.93
DE,1988,4,205.96
DE,1989,1,209.3
DE,1989,2,216.0
DE,1989,3,221.12
DE,1989,4,222.47
DE,1990,1,225.85
DE,1990,2,225.08
DE,1990,3,223.45
DE,1990,4,223.35
DE,1991,1,226.74
DE,1991,2,227.51
DE,1991,3,227.54
DE,1991,4,230.68
DE,1992,1,230.68
DE,1992,2,229.09
DE,1992,3,230.26
DE,1992,4,232.29
DE,1993,1,230.95
DE,1993,2,231.95
DE,1993,3,231.47
DE,1993,4,232.14
DE,1994,1,231.16
DE,1994,2,228.57
DE,1994,3,226.22
DE,1994,4,225.37
DE,1995,1,225.99
DE,1995,2,226.89
DE,1995,3,230.59
DE,1995,4,230.31
DE,1996,1,233.38
DE,1996,2,230.79
DE,1996,3,231.74
DE,1996,4,233.76
DE,1997,1,233.66
DE,1997,2,234.02
DE,1997,3,236.1
DE,1997,4,237.84
DE,1998,1,241.65
DE,1998,2,242.41
DE,1998,3,243.63
DE,1998,4,244.99
DE,1999,1,248.91
DE,1999,2,250.62
DE,1999,3,254.72
DE,1999,4,256.07
DE,2000,1,260.24
DE,2000,2,264.73
DE,2000,3,269.78
DE,2000,4,273.32
DE,2001,1,279.18
DE,2001,2,283.93
DE,2001,3,289.57
DE,2001,4,293.54
DE,2002,1,298.64
DE,2002,2,306.28
DE,2002,3,314.09
DE,2002,4,319.16
DE,2003,1,323.88
DE,2003,2,330.74
DE,2003,3,338.35
DE,2003,4,351.12
DE,2004,1,362.17
DE,2004,2,370.14
DE,2004,3,392.37
DE,2004,4,404.34
DE,2005,1,415.57
DE,2005,2,433.08
DE,2005,3,452.72
DE,2005,4,462.24
DE,2006,1,471.62
DE,2006,2,480.68
DE,2006,3,485.26
DE,2006,4,494.17
DE,2007,1,494.42
DE,2007,2,498.06
DE,2007,3,493.13
DE,2007,4,493.75
DE,2008,1,490.45
DE,2008,2,483.8
DE,2008,3,472.66
DE,2008,4,467.18
DE,2009,1,469.56
DE,2009,2,455.62
DE,2009,3,444.72
DE,2009,4,440.77
DE,2010,1,437.91
DE,2010,2,433.28
DE,2010,3,432.94
DE,2010,4,429.62
DE,2011,1,419.03
DE,2011,2,406.99
DE,2011,3,403.07
DE,2011,4,408.23
DE,2012,1,405.06
DE,2012,2,396.56
DE,2012,3,399.51
DE,2012,4,402.22
DE,2013,1,402.6
DE,2013,2,402.78
DE,2013,3,404.27
DE,2013,4,407.16
DE,2014,1,406.3
DE,2014,2,409.91
DE,2014,3,414.83
DE,2014,4,413.43
DE,2015,1,420.26
DE,2015,2,419.22
DE,2015,3,421.97
DE,2015,4,423.81
DE,2016,1,424.76
DE,2016,2,428.94
DE,2016,3,433.38
DE,2016,4,436.85
DE,2017,1,435.24
DE,2017,2,438.17
DE,2017,3,438.93
DE,2017,4,443.03
DE,2018,1,449.32
DE,2018,2,452.18
DE,2018,3,453.95
DE,2018,4,458.07
DE,2019,1,461.06
DE,2019,2,468.41
DE,2019,3,473.88
DE,2019,4,476.82
DE,2020,1,483.13
DE,2020,2,486.56
DE,2020,3,496.69
DE,2020,4,504.47
DE,2021,1,519.97
DE,2021,2,541.73
DE,2021,3,567.87
DE,2021,4,588.01
DE,2022,1,605.21
DE,2022,2,643.28
DE,2022,3,648.34
DE,2022,4,650.45
FL,1975,1,65.94
FL,1975,2,83.43
FL,1975,3,66.8
FL,1975,4,68.21
FL,1976,1,67.93
FL,1976,2,75.98
FL,1976,3,68.98
FL,1976,4,70.27
FL,1977,1,71.0
FL,1977,2,79.02
FL,1977,3,72.59
FL,1977,4,74.79
FL,1978,1,78.33
FL,1978,2,83.33
FL,1978,3,83.01
FL,1978,4,84.62
FL,1979,1,89.71
FL,1979,2,92.41
FL,1979,3,93.74
FL,1979,4,97.97
FL,1980,1,100.0
FL,1980,2,99.69
FL,1980,3,105.83
FL,1980,4,108.68
FL,1981,1,110.02
FL,1981,2,112.24
FL,1981,3,108.1
FL,1981,4,104.7
FL,1982,1,112.76
FL,1982,2,114.63
FL,1982,3,104.51
FL,1982,4,112.66
FL,1983,1,121.35
FL,1983,2,123.71
FL,1983,3,124.15
FL,1983,4,124.47
FL,1984,1,125.68
FL,1984,2,126.79
FL,1984,3,128.05
FL,1984,4,126.38
FL,1985,1,127.85
FL,1985,2,128.16
FL,1985,3,128.06
FL,1985,4,129.82
FL,1986,1,131.19
FL,1986,2,134.66
FL,1986,3,135.57
FL,1986,4,135.76
FL,1987,1,136.42
FL,1987,2,138.59
FL,1987,3,138.78
FL,1987,4,139.81
FL,1988,1,141.24
FL,1988,2,144.21
FL,1988,3,145.32
FL,1988,4,146.53
FL,1989,1,147.68
FL,1989,2,148.63
FL,1989,3,151.11
FL,1989,4,152.25
FL,1990,1,152.98
FL,1990,2,152.46
FL,1990,3,153.39
FL,1990,4,152.82
FL,1991,1,154.55
FL,1991,2,155.01
FL,1991,3,154.76
FL,1991,4,157.45
FL,1992,1,159.31
FL,1992,2,157.9
FL,1992,3,160.55
FL,1992,4,160.62
FL,1993,1,160.87
FL,1993,2,162.58
FL,1993,3,163.9
FL,1993,4,165.5
FL,1994,1,165.29
FL,1994,2,164.16
FL,1994,3,164.43
FL,1994,4,164.4
FL,1995,1,164.98
FL,1995,2,167.23
FL,1995,3,170.37
FL,1995,4,171.71
FL,1996,1,173.55
FL,1996,2,172.49
FL,1996,3,173.04
FL,1996,4,173.99
FL,1997,1,175.94
FL,1997,2,175.91
FL,1997,3,178.2
FL,1997,4,181.28
FL,1998,1,184.8
FL,1998,2,184.6
FL,1998,3,186.97
FL,1998,4,189.7
FL,1999,1,190.81
FL,1999,2,192.31
FL,1999,3,194.58
FL,1999,4,196.93
FL,2000,1,200.84
FL,2000,2,204.4
FL,2000,3,208.72
FL,2000,4,213.08
FL,2001,1,219.24
FL,2001,2,224.75
FL,2001,3,229.92
FL,2001,4,235.45
FL,2002,1,240.14
FL,2002,2,247.46
FL,2002,3,254.45
FL,2002,4,260.21
FL,2003,1,265.77
FL,2003,2,272.18
FL,2003,3,278.71
FL,2003,4,291.67
FL,2004,1,300.55
FL,2004,2,314.68
FL,2004,3,334.39
FL,2004,4,349.68
FL,2005,1,368.36
FL,2005,2,395.92
FL,2005,3,423.51
FL,2005,4,445.77
FL,2006,1,463.2
FL,2006,2,473.09
FL,2006,3,476.45
FL,2006,4,479.71
FL,2007,1,476.78
FL,2007,2,470.54
FL,2007,3,453.68
FL,2007,4,442.35
FL,2008,1,424.62
FL,2008,2,395.31
FL,2008,3,363.23
FL,2008,4,344.68
FL,2009,1,350.41
FL,2009,2,332.46
FL,2009,3,313.39
FL,2009,4,305.48
FL,2010,1,299.68
FL,2010,2,291.34
FL,2010,3,294.76
FL,2010,4,289.48
FL,2011,1,275.66
FL,2011,2,267.28
FL,2011,3,270.11
FL,2011,4,272.52
FL,2012,1,267.09
FL,2012,2,265.12
FL,2012,3,271.53
FL,2012,4,275.26
FL,2013,1,279.03
FL,2013,2,288.3
FL,2013,3,295.68
FL,2013,4,303.22
FL,2014,1,307.56
FL,2014,2,315.9
FL,2014,3,322.68
FL,2014,4,328.57
FL,2015,1,335.95
FL,2015,2,344.16
FL,2015,3,352.66
FL,2015,4,359.61
FL,2016,1,366.34
FL,2016,2,375.65
FL,2016,3,385.93
FL,2016,4,392.32
FL,2017,1,399.59
FL,2017,2,409.38
FL,2017,3,416.61
FL,2017,4,424.67
FL,2018,1,433.22
FL,2018,2,441.57
FL,2018,3,448.95
FL,2018,4,452.37
FL,2019,1,459.41
FL,2019,2,465.39
FL,2019,3,473.03
FL,2019,4,479.15
FL,2020,1,486.44
FL,2020,2,492.62
FL,2020,3,501.05
FL,2020,4,514.49
FL,2021,1,531.18
FL,2021,2,565.84
FL,2021,3,607.79
FL,2021,4,642.29
FL,2022,1,678.17
FL,2022,2,735.83
FL,2022,3,767.66
FL,2022,4,768.11
GA,1975,1,73.84
GA,1975,2,71.93
GA,1975,3,74.25
GA,1975,4,73.74
GA,1976,1,71.43
GA,1976,2,73.04
GA,1976,3,79.05
GA,1976,4,78.32
GA,1977,1,76.83
GA,1977,2,76.27
GA,1977,3,78.69
GA,1977,4,78.62
GA,1978,1,84.17
GA,1978,2,81.71
GA,1978,3,85.33
GA,1978,4,86.33
GA,1979,1,87.96
GA,1979,2,91.14
GA,1979,3,92.21
GA,1979,4,95.63
GA,1980,1,100.0
GA,1980,2,100.46
GA,1980,3,102.05
GA,1980,4,102.88
GA,1981,1,107.19
GA,1981,2,107.82
GA,1981,3,108.62
GA,1981,4,112.87
GA,1982,1,113.56
GA,1982,2,115.55
GA,1982,3,114.37
GA,1982,4,116.45
GA,1983,1,117.69
GA,1983,2,118.48
GA,1983,3,121.07
GA,1983,4,120.79
GA,1984,1,124.36
GA,1984,2,126.6
GA,1984,3,124.26
GA,1984,4,129.27
GA,1985,1,131.72
GA,1985,2,128.75
GA,1985,3,135.16
GA,1985,4,137.79
GA,1986,1,140.1
GA,1986,2,141.95
GA,1986,3,143.66
GA,1986,4,146.02
GA,1987,1,148.45
GA,1987,2,150.13
GA,1987,3,151.8
GA,1987,4,152.52
GA,1988,1,154.68
GA,1988,2,156.55
GA,1988,3,156.86
GA,1988,4,156.74
GA,1989,1,157.8
GA,1989,2,158.28
GA,1989,3,160.32
GA,1989,4,161.45
GA,1990,1,160.94
GA,1990,2,159.49
GA,1990,3,160.54
GA,1990,4,159.41
GA,1991,1,161.18
GA,1991,2,161.71
GA,1991,3,161.28
GA,1991,4,163.05
GA,1992,1,164.09
GA,1992,2,164.39
GA,1992,3,167.64
GA,1992,4,167.94
GA,1993,1,168.3
GA,1993,2,170.18
GA,1993,3,171.35
GA,1993,4,172.62
GA,1994,1,173.17
GA,1994,2,174.25
GA,1994,3,174.86
GA,1994,4,175.56
GA,1995,1,176.5
GA,1995,2,179.86
GA,1995,3,182.26
GA,1995,4,185.08
GA,1996,1,187.24
GA,1996,2,188.17
GA,1996,3,189.81
GA,1996,4,191.37
GA,1997,1,193.5
GA,1997,2,195.72
GA,1997,3,198.99
GA,1997,4,201.84
GA,1998,1,205.43
GA,1998,2,207.26
GA,1998,3,211.07
GA,1998,4,214.2
GA,1999,1,217.06
GA,1999,2,220.35
GA,1999,3,224.26
GA,1999,4,226.84
GA,2000,1,229.87
GA,2000,2,233.62
GA,2000,3,237.44
GA,2000,4,241.29
GA,2001,1,248.05
GA,2001,2,251.11
GA,2001,3,254.32
GA,2001,4,257.62
GA,2002,1,259.83
GA,2002,2,261.79
GA,2002,3,266.07
GA,2002,4,269.14
GA,2003,1,271.21
GA,2003,2,273.04
GA,2003,3,274.7
GA,2003,4,278.27
GA,2004,1,282.11
GA,2004,2,283.99
GA,2004,3,287.86
GA,2004,4,292.4
GA,2005,1,296.2
GA,2005,2,300.12
GA,2005,3,305.19
GA,2005,4,309.22
GA,2006,1,312.39
GA,2006,2,314.25
GA,2006,3,316.78
GA,2006,4,322.73
GA,2007,1,325.35
GA,2007,2,326.41
GA,2007,3,324.35
GA,2007,4,326.49
GA,2008,1,326.81
GA,2008,2,321.83
GA,2008,3,313.0
GA,2008,4,311.67
GA,2009,1,318.48
GA,2009,2,308.74
GA,2009,3,296.18
GA,2009,4,291.88
GA,2010,1,286.26
GA,2010,2,280.08
GA,2010,3,282.93
GA,2010,4,279.14
GA,2011,1,268.94
GA,2011,2,257.35
GA,2011,3,258.9
GA,2011,4,258.27
GA,2012,1,251.65
GA,2012,2,247.23
GA,2012,3,250.33
GA,2012,4,253.32
GA,2013,1,253.67
GA,2013,2,259.63
GA,2013,3,263.08
GA,2013,4,266.5
GA,2014,1,270.36
GA,2014,2,276.84
GA,2014,3,282.15
GA,2014,4,284.15
GA,2015,1,288.34
GA,2015,2,295.21
GA,2015,3,298.9
GA,2015,4,301.42
GA,2016,1,304.3
GA,2016,2,312.65
GA,2016,3,318.5
GA,2016,4,321.19
GA,2017,1,323.34
GA,2017,2,331.93
GA,2017,3,336.92
GA,2017,4,340.35
GA,2018,1,348.05
GA,2018,2,356.29
GA,2018,3,362.15
GA,2018,4,364.22
GA,2019,1,369.59
GA,2019,2,377.14
GA,2019,3,382.54
GA,2019,4,386.32
GA,2020,1,392.16
GA,2020,2,396.25
GA,2020,3,403.88
GA,2020,4,412.38
GA,2021,1,424.61
GA,2021,2,449.07
GA,2021,3,476.42
GA,2021,4,500.89
GA,2022,1,525.14
GA,2022,2,564.16
GA,2022,3,580.48
GA,2022,4,581.5
HI,1975,1,67.97
HI,1975,2,53.76
HI,1975,3,58.97
HI,1975,4,54.95
HI,1976,1,53.83
HI,1976,2,57.03
HI,1976,3,54.99
HI,1976,4,56.77
HI,1977,1,56.25
HI,1977,2,59.1
HI,1977,3,61.07
HI,1977,4,63.0
HI,1978,1,66.12
HI,1978,2,65.3
HI,1978,3,66.97
HI,1978,4,75.07
HI,1979,1,74.21
HI,1979,2,82.18
HI,1979,3,89.66
HI,1979,4,92.85
HI,1980,1,100.0
HI,1980,2,101.73
HI,1980,3,101.3
HI,1980,4,107.63
HI,1981,1,102.21
HI,1981,2,98.1
HI,1981,3,86.82
HI,1981,4,49.23
HI,1982,1,112.72
HI,1982,2,104.15
HI,1982,3,100.4
HI,1982,4,85.16
HI,1983,1,102.36
HI,1983,2,106.38
HI,1983,3,112.37
HI,1983,4,106.27
HI,1984,1,108.48
HI,1984,2,113.5
HI,1984,3,110.18
HI,1984,4,109.2
HI,1985,1,114.72
HI,1985,2,113.04
HI,1985,3,116.98
HI,1985,4,118.01
HI,1986,1,119.83
HI,1986,2,120.17
HI,1986,3,121.04
HI,1986,4,123.96
HI,1987,1,127.99
HI,1987,2,131.01
HI,1987,3,133.08
HI,1987,4,136.09
HI,1988,1,144.69
HI,1988,2,151.66
HI,1988,3,155.59
HI,1988,4,166.82
HI,1989,1,179.29
HI,1989,2,183.85
HI,1989,3,196.23
HI,1989,4,203.13
HI,1990,1,218.11
HI,1990,2,231.65
HI,1990,3,242.49
HI,1990,4,251.81
HI,1991,1,257.55
HI,1991,2,260.15
HI,1991,3,260.14
HI,1991,4,264.02
HI,1992,1,263.36
HI,1992,2,262.85
HI,1992,3,264.55
HI,1992,4,265.44
HI,1993,1,264.78
HI,1993,2,266.08
HI,1993,3,265.13
HI,1993,4,266.47
HI,1994,1,267.24
HI,1994,2,264.31
HI,1994,3,265.76
HI,1994,4,258.87
HI,1995,1,257.5
HI,1995,2,261.19
HI,1995,3,261.3
HI,1995,4,262.59
HI,1996,1,257.14
HI,1996,2,251.63
HI,1996,3,243.04
HI,1996,4,239.66
HI,1997,1,236.84
HI,1997,2,230.4
HI,1997,3,230.5
HI,1997,4,229.81
HI,1998,1,231.24
HI,1998,2,231.1
HI,1998,3,231.96
HI,1998,4,231.11
HI,1999,1,229.97
HI,1999,2,228.17
HI,1999,3,224.51
HI,1999,4,224.51
HI,2000,1,231.05
HI,2000,2,230.65
HI,2000,3,233.68
HI,2000,4,239.11
HI,2001,1,246.96
HI,2001,2,250.58
HI,2001,3,254.79
HI,2001,4,258.82
HI,2002,1,262.77
HI,2002,2,268.64
HI,2002,3,276.92
HI,2002,4,280.54
HI,2003,1,288.58
HI,2003,2,295.58
HI,2003,3,304.02
HI,2003,4,321.27
HI,2004,1,336.38
HI,2004,2,355.68
HI,2004,3,389.53
HI,2004,4,403.74
HI,2005,1,423.02
HI,2005,2,447.91
HI,2005,3,475.74
HI,2005,4,502.71
HI,2006,1,520.81
HI,2006,2,525.51
HI,2006,3,535.42
HI,2006,4,533.63
HI,2007,1,540.6
HI,2007,2,541.99
HI,2007,3,538.7
HI,2007,4,536.71
HI,2008,1,531.73
HI,2008,2,520.67
HI,2008,3,505.1
HI,2008,4,495.99
HI,2009,1,492.98
HI,2009,2,472.38
HI,2009,3,458.86
HI,2009,4,452.38
HI,2010,1,451.82
HI,2010,2,448.84
HI,2010,3,451.51
HI,2010,4,451.75
HI,2011,1,442.47
HI,2011,2,442.93
HI,2011,3,446.08
HI,2011,4,445.96
HI,2012,1,447.67
HI,2012,2,444.35
HI,2012,3,452.73
HI,2012,4,457.15
HI,2013,1,459.87
HI,2013,2,469.99
HI,2013,3,478.72
HI,2013,4,490.01
HI,2014,1,493.61
HI,2014,2,501.01
HI,2014,3,511.31
HI,2014,4,518.13
HI,2015,1,529.96
HI,2015,2,533.54
HI,2015,3,541.01
HI,2015,4,548.18
HI,2016,1,562.43
HI,2016,2,565.41
HI,2016,3,576.61
HI,2016,4,582.24
HI,2017,1,582.57
HI,2017,2,590.66
HI,2017,3,599.53
HI,2017,4,603.01
HI,2018,1,609.18
HI,2018,2,615.49
HI,2018,3,619.71
HI,2018,4,622.78
HI,2019,1,630.14
HI,2019,2,632.06
HI,2019,3,637.91
HI,2019,4,643.49
HI,2020,1,643.47
HI,2020,2,651.79
HI,2020,3,645.09
HI,2020,4,655.8
HI,2021,1,665.11
HI,2021,2,699.46
HI,2021,3,727.22
HI,2021,4,763.32
HI,2022,1,801.31
HI,2022,2,846.34
HI,2022,3,901.92
HI,2022,4,897.35
IA,1975,1,59.35
IA,1975,2,63.27
IA,1975,3,63.46
IA,1975,4,65.17
